날짜,순번,구분,홈,원정,시간,구장,생중계,라운드,비고,승패,시즌,경기날짜
2019-02-23,192.0,여자,흥국생명,GS칼텍스,16:00,인천계양,SBS Sports,V리그 6Round,하이라이트 경기요약 상세결과,1,015,02. 23 (토)
2019-02-24,194.0,여자,KGC인삼공사,현대건설,16:00,대전충무,SBS Sports,V리그 6Round,하이라이트 경기요약 상세결과,0,015,02. 24 (일)
2019-02-27,197.0,여자,한국도로공사,KGC인삼공사,19:00,김천실내,SBS Sports,V리그 6Round,하이라이트 경기요약 상세결과,1,015,02. 27 (수)
2019-02-27,198.0,여자,IBK기업은행,흥국생명,19:00,화성종합실내,KBSN Sports,V리그 6Round,하이라이트 경기요약 상세결과,0,015,02. 27 (수)
2019-03-01,201.0,여자,GS칼텍스,현대건설,16:00,서울장충,KBSN Sports,V리그 6Round,하이라이트 경기요약 상세결과,1,015,03. 01 (금)
2019-03-02,203.0,여자,KGC인삼공사,흥국생명,16:00,대전충무,KBSN Sports,V리그 6Round,하이라이트 경기요약 상세결과,0,015,03. 02 (토)
2019-03-03,205.0,여자,한국도로공사,GS칼텍스,16:00,김천실내,KBSN Sports,V리그 6Round,하이라이트 경기요약 상세결과,1,015,03. 03 (일)
2019-03-06,208.0,여자,흥국생명,한국도로공사,19:00,인천계양,SBS Sports,V리그 6Round,하이라이트 경기요약 상세결과,0,015,03. 06 (수)
2019-03-06,209.0,여자,KGC인삼공사,IBK기업은행,19:00,대전충무,KBSN Sports,V리그 6Round,하이라이트 경기요약 상세결과,1,015,03. 06 (수)
2019-03-09,213.0,여자,현대건설,흥국생명,16:00,수원,SBS Sports,V리그 6Round,하이라이트 경기요약 상세결과,0,015,03. 09 (토)
2019-03-10,215.0,여자,IBK기업은행,한국도로공사,16:00,화성종합실내,SBS Sports,V리그 6Round,하이라이트 경기요약 상세결과,1,015,03. 10 (일)
2019-03-15,217.0,여자,한국도로공사,GS칼텍스,19:00,김천실내,KBSN Sports / SBS Sports,V리그 플레이오프,하이라이트 경기요약 상세결과,1,015,03. 15 (금)
2019-03-17,219.0,여자,GS칼텍스,한국도로공사,14:05,서울장충,KBS1,V리그 플레이오프,하이라이트 경기요약 상세결과,1,015,03. 17 (일)
2019-03-19,221.0,여자,한국도로공사,GS칼텍스,19:00,김천실내,KBSN Sports / SBS Sports,V리그 플레이오프,하이라이트 경기요약 상세결과,1,015,03. 19 (화)
2019-03-21,222.0,여자,흥국생명,한국도로공사,19:00,인천계양,KBSN Sports / SBS Sports,V리그 챔피언결정전,하이라이트 경기요약 상세결과,1,015,03. 21 (목)
2019-03-23,224.0,여자,흥국생명,한국도로공사,14:00,인천계양,KBSN Sports / SBS Sports,V리그 챔피언결정전,하이라이트 경기요약 상세결과,0,015,03. 23 (토)
2019-03-25,226.0,여자,한국도로공사,흥국생명,19:00,김천실내,KBSN Sports / SBS Sports,V리그 챔피언결정전,하이라이트 경기요약 상세결과,0,015,03. 25 (월)
2019-03-27,228.0,여자,한국도로공사,흥국생명,19:00,김천실내,KBSN Sports,V리그 챔피언결정전,하이라이트 경기요약 상세결과,0,015,03. 27 (수)
2019-10-19,8.0,여자,흥국생명,한국도로공사,16:00,인천계양,SBS Sports,V리그 1Round,하이라이트 경기요약 상세결과,1,016,10. 19 (토)
2019-10-20,10.0,여자,IBK기업은행,KGC인삼공사,16:00,화성종합실내,SBS Sports,V리그 1Round,하이라이트 경기요약 상세결과,1,016,10. 20 (일)
2019-10-22,12.0,여자,GS칼텍스,흥국생명,19:00,서울장충,SBS Sports,V리그 1Round,하이라이트 경기요약 상세결과,1,016,10. 22 (화)
2019-10-23,14.0,여자,KGC인삼공사,현대건설,19:00,대전충무,SBS Sports,V리그 1Round,하이라이트 경기요약 상세결과,0,016,10. 23 (수)
2019-10-24,16.0,여자,IBK기업은행,한국도로공사,19:00,화성종합실내,SBS Sports,V리그 1Round,하이라이트 경기요약 상세결과,0,016,10. 24 (목)
2019-10-26,19.0,여자,흥국생명,현대건설,16:00,인천계양,SBS Sports,V리그 1Round,하이라이트 경기요약 상세결과,1,016,10. 26 (토)
2019-10-27,21.0,여자,한국도로공사,GS칼텍스,16:00,김천실내,SBS Sports,V리그 1Round,하이라이트 경기요약 상세결과,0,016,10. 27 (일)
2019-10-29,23.0,여자,KGC인삼공사,흥국생명,19:00,대전충무,SBS Sports,V리그 1Round,하이라이트 경기요약 상세결과,1,016,10. 29 (화)
2019-10-30,25.0,여자,GS칼텍스,IBK기업은행,19:00,서울장충,KBSN Sports,V리그 1Round,하이라이트 경기요약 상세결과,1,016,10. 30 (수)
2019-10-31,27.0,여자,한국도로공사,현대건설,19:00,김천실내,KBSN Sports,V리그 1Round,하이라이트 경기요약 상세결과,0,016,10. 31 (목)
2019-11-02,30.0,여자,KGC인삼공사,GS칼텍스,16:00,대전충무,KBSN Sports,V리그 1Round,하이라이트 경기요약 상세결과,0,016,11. 02 (토)
2019-11-03,32.0,여자,현대건설,IBK기업은행,16:00,수원,KBSN Sports,V리그 1Round,하이라이트 경기요약 상세결과,1,016,11. 03 (일)
2019-11-05,34.0,여자,한국도로공사,KGC인삼공사,19:00,김천실내,SBS Sports,V리그 1Round,하이라이트 경기요약 상세결과,0,016,11. 05 (화)
2019-11-06,36.0,여자,GS칼텍스,현대건설,19:00,서울장충,KBSN Sports,V리그 1Round,하이라이트 경기요약 상세결과,1,016,11. 06 (수)
2019-11-07,38.0,여자,IBK기업은행,흥국생명,19:00,화성종합실내,SBS Sports,V리그 1Round,하이라이트 경기요약 상세결과,0,016,11. 07 (목)
2019-11-09,41.0,여자,한국도로공사,현대건설,16:00,김천실내,SBS Sports,V리그 2Round,하이라이트 경기요약 상세결과,0,016,11. 09 (토)
2019-11-10,43.0,여자,흥국생명,IBK기업은행,16:00,인천계양,KBSN Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,016,11. 10 (일)
2019-11-12,45.0,여자,KGC인삼공사,한국도로공사,19:00,대전충무,SBS Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,016,11. 12 (화)
2019-11-13,47.0,여자,현대건설,흥국생명,19:00,수원,SBS Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,016,11. 13 (수)
2019-11-14,49.0,여자,IBK기업은행,GS칼텍스,19:00,화성종합실내,KBSN Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,016,11. 14 (목)
2019-11-16,52.0,여자,현대건설,KGC인삼공사,16:00,수원,SBS Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,016,11. 16 (토)
2019-11-17,54.0,여자,흥국생명,GS칼텍스,16:00,인천계양,SBS Sports,V리그 2Round,하이라이트 경기요약 상세결과,0,016,11. 17 (일)
2019-11-19,56.0,여자,IBK기업은행,현대건설,19:00,화성종합실내,SBS Sports,V리그 2Round,하이라이트 경기요약 상세결과,0,016,11. 19 (화)
2019-11-20,58.0,여자,GS칼텍스,한국도로공사,19:00,서울장충,SBS Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,016,11. 20 (수)
2019-11-21,60.0,여자,흥국생명,KGC인삼공사,19:00,인천계양,SBS Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,016,11. 21 (목)
2019-11-23,63.0,여자,한국도로공사,IBK기업은행,16:00,김천실내,KBSN Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,016,11. 23 (토)
2019-11-24,65.0,여자,GS칼텍스,KGC인삼공사,16:00,서울장충,SBS Sports,V리그 2Round,하이라이트 경기요약 상세결과,0,016,11. 24 (일)
2019-11-26,67.0,여자,흥국생명,한국도로공사,19:00,인천계양,KBSN Sports,V리그 2Round,하이라이트 경기요약 상세결과,0,016,11. 26 (화)
2019-11-27,69.0,여자,KGC인삼공사,IBK기업은행,19:00,대전충무,KBSN Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,016,11. 27 (수)
2019-11-28,71.0,여자,현대건설,GS칼텍스,19:00,수원,KBSN Sports,V리그 2Round,하이라이트 경기요약 상세결과,0,016,11. 28 (목)
2019-11-30,74.0,여자,KGC인삼공사,흥국생명,16:00,대전충무,KBSN Sports,V리그 3Round,하이라이트 경기요약 상세결과,0,016,11. 30 (토)
2019-12-01,76.0,여자,현대건설,한국도로공사,16:00,수원,KBSN Sports,V리그 3Round,하이라이트 경기요약 상세결과,1,016,12. 01 (일)
2019-12-03,78.0,여자,IBK기업은행,KGC인삼공사,19:00,화성종합실내,KBSN Sports,V리그 3Round,하이라이트 경기요약 상세결과,1,016,12. 03 (화)
2019-12-04,80.0,여자,GS칼텍스,한국도로공사,19:00,서울장충,SBS Sports,V리그 3Round,하이라이트 경기요약 상세결과,0,016,12. 04 (수)
2019-12-05,82.0,여자,흥국생명,현대건설,19:00,인천계양,KBSN Sports,V리그 3Round,하이라이트 경기요약 상세결과,0,016,12. 05 (목)
2019-12-07,85.0,여자,IBK기업은행,한국도로공사,16:00,화성종합실내,KBSN Sports,V리그 3Round,하이라이트 경기요약 상세결과,0,016,12. 07 (토)
2019-12-08,87.0,여자,GS칼텍스,흥국생명,14:15,서울장충,KBS1,V리그 3Round,하이라이트 경기요약 상세결과,0,016,12. 08 (일)
2019-12-10,89.0,여자,현대건설,IBK기업은행,19:00,수원,SBS Sports,V리그 3Round,하이라이트 경기요약 상세결과,1,016,12. 10 (화)
2019-12-11,91.0,여자,KGC인삼공사,GS칼텍스,19:00,대전충무,SBS Sports,V리그 3Round,하이라이트 경기요약 상세결과,0,016,12. 11 (수)
2019-12-12,93.0,여자,한국도로공사,흥국생명,19:00,김천실내,SBS Sports,V리그 3Round,하이라이트 경기요약 상세결과,0,016,12. 12 (목)
2019-12-14,96.0,여자,IBK기업은행,GS칼텍스,16:00,화성종합실내,SBS Sports,V리그 3Round,하이라이트 경기요약 상세결과,1,016,12. 14 (토)
2019-12-15,98.0,여자,KGC인삼공사,현대건설,16:00,대전충무,KBSN Sports,V리그 3Round,하이라이트 경기요약 상세결과,0,016,12. 15 (일)
2019-12-17,99.0,여자,IBK기업은행,흥국생명,19:00,화성종합실내,KBSN Sports,V리그 3Round,하이라이트 경기요약 상세결과,0,016,12. 17 (화)
2019-12-18,101.0,여자,한국도로공사,KGC인삼공사,19:00,김천실내,KBSN Sports,V리그 3Round,하이라이트 경기요약 상세결과,0,016,12. 18 (수)
2019-12-19,103.0,여자,현대건설,GS칼텍스,19:00,수원,SBS Sports,V리그 3Round,하이라이트 경기요약 상세결과,1,016,12. 19 (목)
2020-01-14,116.0,여자,흥국생명,IBK기업은행,19:00,인천계양,SBS Sports,V리그 4Round,하이라이트 경기요약 상세결과,1,016,01. 14 (화)
2020-01-15,118.0,여자,KGC인삼공사,한국도로공사,19:00,대전충무,SBS Sports,V리그 4Round,하이라이트 경기요약 상세결과,1,016,01. 15 (수)
2020-01-16,120.0,여자,GS칼텍스,현대건설,19:00,서울장충,SBS Sports,V리그 4Round,하이라이트 경기요약 상세결과,0,016,01. 16 (목)
2020-01-18,123.0,여자,한국도로공사,흥국생명,16:00,김천실내,SBS Sports,V리그 4Round,하이라이트 경기요약 상세결과,1,016,01. 18 (토)
2020-01-19,125.0,여자,IBK기업은행,현대건설,16:00,화성종합실내,KBSN Sports,V리그 4Round,하이라이트 경기요약 상세결과,1,016,01. 19 (일)
2020-01-21,127.0,여자,흥국생명,GS칼텍스,19:00,인천계양,KBSN Sports,V리그 4Round,하이라이트 경기요약 상세결과,0,016,01. 21 (화)
2020-01-22,129.0,여자,한국도로공사,IBK기업은행,19:00,김천실내,SBS Sports,V리그 4Round,하이라이트 경기요약 상세결과,1,016,01. 22 (수)
2020-01-23,131.0,여자,현대건설,KGC인삼공사,19:00,수원,SBS Sports,V리그 4Round,하이라이트 상세결과,1,016,01. 23 (목)
2020-01-25,134.0,여자,GS칼텍스,한국도로공사,16:00,서울장충,KBSN Sports,V리그 4Round,하이라이트 경기요약 상세결과,1,016,01. 25 (토)
2020-01-26,136.0,여자,KGC인삼공사,IBK기업은행,16:00,대전충무,SBS Sports,V리그 4Round,하이라이트 경기요약 상세결과,0,016,01. 26 (일)
2020-01-27,138.0,여자,현대건설,흥국생명,16:00,수원,KBSN Sports,V리그 4Round,하이라이트 경기요약 상세결과,1,016,01. 27 (월)
2020-01-29,141.0,여자,GS칼텍스,KGC인삼공사,19:00,서울장충,KBSN Sports,V리그 4Round,하이라이트 경기요약 상세결과,1,016,01. 29 (수)
2020-01-30,143.0,여자,현대건설,한국도로공사,19:00,수원,KBSN Sports,V리그 4Round,하이라이트 경기요약 상세결과,1,016,01. 30 (목)
2020-02-01,146.0,여자,흥국생명,KGC인삼공사,14:10,인천계양,,V리그 4Round,하이라이트 경기요약 상세결과,0,016,02. 01 (토)
2020-02-02,148.0,여자,GS칼텍스,IBK기업은행,16:00,서울장충,SBS Sports,V리그 4Round,하이라이트 경기요약 상세결과,1,016,02. 02 (일)
2020-02-04,150.0,여자,흥국생명,현대건설,19:00,인천계양,SBS Sports,V리그 5Round,하이라이트 경기요약 상세결과,0,016,02. 04 (화)
2020-02-05,152.0,여자,IBK기업은행,GS칼텍스,19:00,화성종합실내,SBS Sports,V리그 5Round,하이라이트 경기요약 상세결과,0,016,02. 05 (수)
2020-02-06,154.0,여자,한국도로공사,KGC인삼공사,19:00,김천실내,KBSN Sports,V리그 5Round,하이라이트 경기요약 상세결과,0,016,02. 06 (목)
2020-02-08,157.0,여자,IBK기업은행,흥국생명,16:00,화성종합실내,KBSN Sports,V리그 5Round,하이라이트 경기요약 상세결과,1,016,02. 08 (토)
2020-02-09,159.0,여자,KGC인삼공사,GS칼텍스,16:00,대전충무,KBSN Sports,V리그 5Round,하이라이트 경기요약 상세결과,1,016,02. 09 (일)
2020-02-11,161.0,여자,현대건설,한국도로공사,19:00,수원,SBS Sports,V리그 5Round,하이라이트 경기요약 상세결과,1,016,02. 11 (화)
2020-02-12,163.0,여자,IBK기업은행,KGC인삼공사,19:00,화성종합실내,KBSN Sports,V리그 5Round,하이라이트 경기요약 상세결과,0,016,02. 12 (수)
2020-02-13,165.0,여자,GS칼텍스,흥국생명,19:00,서울장충,SBS Sports,V리그 5Round,하이라이트 경기요약 상세결과,1,016,02. 13 (목)
2020-02-15,168.0,여자,현대건설,KGC인삼공사,16:00,수원,KBSN Sports,V리그 5Round,하이라이트 경기요약 상세결과,0,016,02. 15 (토)
2020-02-16,170.0,여자,흥국생명,한국도로공사,16:00,인천계양,KBSN Sports,V리그 5Round,하이라이트 경기요약 상세결과,1,016,02. 16 (일)
2020-02-18,172.0,여자,현대건설,IBK기업은행,19:00,수원,KBSN Sports,V리그 5Round,하이라이트 경기요약 상세결과,1,016,02. 18 (화)
2020-02-19,174.0,여자,한국도로공사,GS칼텍스,19:00,김천실내,KBSN Sports,V리그 5Round,하이라이트 경기요약 상세결과,0,016,02. 19 (수)
2020-02-20,176.0,여자,흥국생명,KGC인삼공사,19:00,인천계양,KBSN Sports,V리그 5Round,하이라이트 경기요약 상세결과,1,016,02. 20 (목)
2020-02-22,179.0,여자,IBK기업은행,한국도로공사,16:00,화성종합실내,SBS Sports,V리그 5Round,하이라이트 경기요약 상세결과,1,016,02. 22 (토)
2020-02-23,181.0,여자,GS칼텍스,현대건설,16:00,서울장충,KBSN Sports,V리그 5Round,하이라이트 경기요약 상세결과,1,016,02. 23 (일)
2020-02-25,183.0,여자,KGC인삼공사,IBK기업은행,19:00,대전충무,SBS Sports,V리그 6Round,하이라이트 경기요약 상세결과,1,016,02. 25 (화)
2020-02-26,185.0,여자,현대건설,흥국생명,19:00,수원,KBSN Sports,V리그 6Round,하이라이트 경기요약 상세결과,0,016,02. 26 (수)
2020-02-27,187.0,여자,한국도로공사,GS칼텍스,19:00,김천실내,KBSN Sports,V리그 6Round,하이라이트 경기요약 상세결과,0,016,02. 27 (목)
2020-02-29,190.0,여자,흥국생명,IBK기업은행,16:00,인천계양,KBSN Sports,V리그 6Round,하이라이트 경기요약 상세결과,1,016,02. 29 (토)
2020-03-01,192.0,여자,현대건설,GS칼텍스,16:00,수원,SBS Sports,V리그 6Round,하이라이트 경기요약 상세결과,1,016,03. 01 (일)
2020-10-17,2.0,여자,현대건설,GS칼텍스,14:00,수원,KBSN Sports,V리그 1Round,하이라이트 경기요약 상세결과,1,017,10. 17 (토)
2020-10-18,4.0,여자,KGC인삼공사,IBK기업은행,19:00,대전충무,SBS Sports,V리그 1Round,하이라이트 경기요약 상세결과,0,017,10. 18 (일)
2020-10-21,7.0,여자,GS칼텍스,흥국생명,15:30,서울장충,SBS Sports,V리그 1Round,하이라이트 경기요약 상세결과,0,017,10. 21 (수)
2020-10-23,10.0,여자,현대건설,한국도로공사,15:30,수원,KBSN Sports,V리그 1Round,하이라이트 경기요약 상세결과,1,017,10. 23 (금)
2020-10-24,12.0,여자,흥국생명,KGC인삼공사,14:00,인천계양,KBS2,V리그 1Round,하이라이트 경기요약 상세결과,1,017,10. 24 (토)
2020-10-25,14.0,여자,IBK기업은행,GS칼텍스,19:00,화성종합실내,KBSN Sports,V리그 1Round,하이라이트 경기요약 상세결과,0,017,10. 25 (일)
2020-10-28,17.0,여자,KGC인삼공사,한국도로공사,15:30,대전충무,KBSN Sports,V리그 1Round,하이라이트 경기요약 상세결과,0,017,10. 28 (수)
2020-10-30,20.0,여자,IBK기업은행,현대건설,15:30,화성종합실내,SBS Sports,V리그 1Round,하이라이트 경기요약 상세결과,1,017,10. 30 (금)
2020-10-31,22.0,여자,흥국생명,한국도로공사,16:00,인천계양,SBS Sports,V리그 1Round,하이라이트 경기요약 상세결과,1,017,10. 31 (토)
2020-11-01,24.0,여자,GS칼텍스,KGC인삼공사,16:00,서울장충,KBSN Sports,V리그 1Round,하이라이트 경기요약 상세결과,0,017,11. 01 (일)
2020-11-03,26.0,여자,현대건설,흥국생명,19:00,수원,SBS Sports,V리그 1Round,하이라이트 경기요약 상세결과,0,017,11. 03 (화)
2020-11-06,30.0,여자,한국도로공사,GS칼텍스,19:00,김천실내,SBS Sports,V리그 1Round,하이라이트 경기요약 상세결과,0,017,11. 06 (금)
2020-11-07,32.0,여자,흥국생명,IBK기업은행,16:00,인천계양,KBSN Sports,V리그 1Round,하이라이트 경기요약 상세결과,1,017,11. 07 (토)
2020-11-08,34.0,여자,KGC인삼공사,현대건설,16:00,대전충무,SBS Sports,V리그 1Round,하이라이트 경기요약 상세결과,1,017,11. 08 (일)
2020-11-10,36.0,여자,IBK기업은행,한국도로공사,19:00,화성종합실내,KBSN Sports,V리그 1Round,하이라이트 경기요약 상세결과,1,017,11. 10 (화)
2020-11-11,38.0,여자,GS칼텍스,흥국생명,19:00,서울장충,KBSN Sports,V리그 2Round,하이라이트 경기요약 상세결과,0,017,11. 11 (수)
2020-11-13,41.0,여자,IBK기업은행,KGC인삼공사,19:00,화성종합실내,KBSN Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,017,11. 13 (금)
2020-11-14,43.0,여자,GS칼텍스,현대건설,16:00,서울장충,SBS Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,017,11. 14 (토)
2020-11-15,45.0,여자,한국도로공사,흥국생명,16:00,김천실내,KBSN Sports,V리그 2Round,하이라이트 경기요약 상세결과,0,017,11. 15 (일)
2020-11-17,47.0,여자,현대건설,IBK기업은행,19:00,수원,SBS Sports,V리그 2Round,하이라이트 경기요약 상세결과,0,017,11. 17 (화)
2020-11-20,51.0,여자,KGC인삼공사,한국도로공사,19:00,대전충무,SBS Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,017,11. 20 (금)
2020-11-21,53.0,여자,GS칼텍스,IBK기업은행,16:00,서울장충,SBS Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,017,11. 21 (토)
2020-11-22,55.0,여자,흥국생명,현대건설,16:00,인천계양,KBSN Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,017,11. 22 (일)
2020-11-24,57.0,여자,KGC인삼공사,GS칼텍스,19:00,대전충무,KBSN Sports,V리그 2Round,하이라이트 경기요약 상세결과,0,017,11. 24 (화)
2020-11-27,61.0,여자,IBK기업은행,흥국생명,19:00,화성종합실내,KBSN Sports,V리그 2Round,하이라이트 경기요약 상세결과,0,017,11. 27 (금)
2020-11-28,63.0,여자,GS칼텍스,한국도로공사,16:00,서울장충,KBSN Sports / SBS Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,017,11. 28 (토)
2020-11-29,65.0,여자,현대건설,KGC인삼공사,16:00,수원,KBSN Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,017,11. 29 (일)
2020-12-01,67.0,여자,한국도로공사,IBK기업은행,19:00,김천실내,SBS Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,017,12. 01 (화)
2020-12-02,69.0,여자,흥국생명,KGC인삼공사,19:00,인천계양,SBS Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,017,12. 02 (수)
2020-12-04,72.0,여자,한국도로공사,현대건설,19:00,김천실내,SBS Sports,V리그 2Round,하이라이트 경기요약 상세결과,1,017,12. 04 (금)
2020-12-05,74.0,여자,흥국생명,GS칼텍스,16:00,인천계양,SBS Sports,V리그 3Round,하이라이트 경기요약 상세결과,0,017,12. 05 (토)
2020-12-06,76.0,여자,KGC인삼공사,IBK기업은행,16:00,대전충무,SBS Sports,V리그 3Round,하이라이트 경기요약 상세결과,1,017,12. 06 (일)
2020-12-08,78.0,여자,한국도로공사,현대건설,19:00,김천실내,KBSN Sports,V리그 3Round,하이라이트 경기요약 상세결과,1,017,12. 08 (화)
2020-12-11,82.0,여자,IBK기업은행,GS칼텍스,19:00,화성종합실내,KBSN Sports,V리그 3Round,하이라이트 경기요약 상세결과,1,017,12. 11 (금)
2020-12-12,84.0,여자,KGC인삼공사,현대건설,16:00,대전충무,SBS Sports,V리그 3Round,하이라이트 경기요약 상세결과,1,017,12. 12 (토)
2020-12-13,86.0,여자,흥국생명,한국도로공사,16:00,인천계양,SBS Sports,V리그 3Round,하이라이트 경기요약 상세결과,0,017,12. 13 (일)
2020-12-16,89.0,여자,GS칼텍스,KGC인삼공사,19:00,서울장충,SBS Sports,V리그 3Round,하이라이트 경기요약 상세결과,1,017,12. 16 (수)
2020-12-18,92.0,여자,흥국생명,IBK기업은행,19:00,인천계양,SBS Sports,V리그 3Round,하이라이트 경기요약 상세결과,1,017,12. 18 (금)
2020-12-19,94.0,여자,현대건설,GS칼텍스,16:00,수원,SBS Sports,V리그 3Round,하이라이트 경기요약 상세결과,1,017,12. 19 (토)
2020-12-20,96.0,여자,한국도로공사,KGC인삼공사,16:00,김천실내,KBSN Sports,V리그 3Round,하이라이트 경기요약 상세결과,0,017,12. 20 (일)
2020-12-23,99.0,여자,IBK기업은행,한국도로공사,19:00,화성종합실내,SBS Sports,V리그 3Round,하이라이트 경기요약 상세결과,1,017,12. 23 (수)
2020-12-25,102.0,여자,KGC인삼공사,흥국생명,16:00,대전충무,KBSN Sports,V리그 3Round,하이라이트 경기요약 상세결과,0,017,12. 25 (금)
2020-12-26,104.0,여자,IBK기업은행,현대건설,16:00,화성종합실내,KBSN Sports,V리그 3Round,하이라이트 경기요약 상세결과,1,017,12. 26 (토)
2020-12-27,106.0,여자,한국도로공사,GS칼텍스,16:00,김천실내,SBS Sports,V리그 3Round,하이라이트 경기요약 상세결과,0,017,12. 27 (일)
2020-12-29,108.0,여자,현대건설,흥국생명,19:00,수원,SBS Sports,V리그 3Round,하이라이트 경기요약 상세결과,1,017,12. 29 (화)
2020-12-30,110.0,여자,IBK기업은행,GS칼텍스,19:00,화성종합실내,SBS Sports,V리그 4Round,하이라이트 경기요약 상세결과,0,017,12. 30 (수)
2021-01-01,113.0,여자,현대건설,KGC인삼공사,16:00,수원,KBSN Sports,V리그 4Round,하이라이트 경기요약 상세결과,1,017,01. 01 (금)
2021-01-05,115.0,여자,한국도로공사,KGC인삼공사,19:00,김천실내,SBS Sports,V리그 4Round,하이라이트 경기요약 상세결과,1,017,01. 05 (화)
2021-01-08,119.0,여자,흥국생명,현대건설,19:00,인천계양,KBSN Sports,V리그 4Round,하이라이트 경기요약 상세결과,1,017,01. 08 (금)
2021-01-09,121.0,여자,IBK기업은행,KGC인삼공사,16:00,화성종합실내,KBSN Sports,V리그 4Round,하이라이트 경기요약 상세결과,0,017,01. 09 (토)
2021-01-10,123.0,여자,GS칼텍스,한국도로공사,16:00,서울장충,KBSN Sports,V리그 4Round,하이라이트 경기요약 상세결과,1,017,01. 10 (일)
2021-01-12,125.0,여자,현대건설,IBK기업은행,19:00,수원,KBSN Sports,V리그 4Round,하이라이트 경기요약 상세결과,0,017,01. 12 (화)
2021-01-13,127.0,여자,한국도로공사,흥국생명,19:00,김천실내,KBSN Sports,V리그 4Round,하이라이트 경기요약 상세결과,0,017,01. 13 (수)
2021-01-15,130.0,여자,KGC인삼공사,GS칼텍스,19:00,대전충무,SBS Sports,V리그 4Round,하이라이트 경기요약 상세결과,0,017,01. 15 (금)
2021-01-16,132.0,여자,현대건설,한국도로공사,16:00,수원,SBS Sports,V리그 4Round,하이라이트 경기요약 상세결과,0,017,01. 16 (토)
2021-01-17,134.0,여자,IBK기업은행,흥국생명,16:00,화성종합실내,SBS Sports,V리그 4Round,하이라이트 경기요약 상세결과,0,017,01. 17 (일)
2021-01-20,137.0,여자,KGC인삼공사,흥국생명,19:00,대전충무,KBSN Sports,V리그 4Round,하이라이트 경기요약 상세결과,0,017,01. 20 (수)
2021-01-22,140.0,여자,GS칼텍스,현대건설,19:00,서울장충,SBS Sports,V리그 4Round,하이라이트 경기요약 상세결과,1,017,01. 22 (금)
2021-01-23,142.0,여자,한국도로공사,IBK기업은행,16:00,김천실내,KBSN Sports,V리그 4Round,하이라이트 경기요약 상세결과,1,017,01. 23 (토)
2021-01-26,144.0,여자,흥국생명,GS칼텍스,19:00,인천계양,KBSN Sports,V리그 4Round,하이라이트 경기요약 상세결과,1,017,01. 26 (화)
2021-01-27,146.0,여자,한국도로공사,현대건설,19:00,김천실내,SBS Sports,V리그 5Round,하이라이트 경기요약 상세결과,1,017,01. 27 (수)
2021-01-29,149.0,여자,GS칼텍스,IBK기업은행,19:00,서울장충,SBS Sports,V리그 5Round,하이라이트 경기요약 상세결과,0,017,01. 29 (금)
2021-01-30,151.0,여자,한국도로공사,KGC인삼공사,16:00,김천실내,SBS Sports,V리그 5Round,하이라이트 경기요약 상세결과,0,017,01. 30 (토)
2021-01-31,153.0,여자,현대건설,흥국생명,16:00,수원,KBSN Sports,V리그 5Round,하이라이트 경기요약 상세결과,1,017,01. 31 (일)
2021-02-03,156.0,여자,KGC인삼공사,IBK기업은행,19:00,대전충무,KBSN Sports,V리그 5Round,하이라이트 경기요약 상세결과,0,017,02. 03 (수)
2021-02-05,159.0,여자,흥국생명,GS칼텍스,19:00,인천계양,KBSN Sports,V리그 5Round,하이라이트 경기요약 상세결과,0,017,02. 05 (금)
2021-02-06,161.0,여자,KGC인삼공사,현대건설,16:00,대전충무,KBSN Sports,V리그 5Round,하이라이트 경기요약 상세결과,1,017,02. 06 (토)
2021-02-07,163.0,여자,IBK기업은행,한국도로공사,13:16,화성종합실내,KBS2,V리그 5Round,하이라이트 경기요약 상세결과,0,017,02. 07 (일)
2021-02-09,165.0,여자,현대건설,GS칼텍스,19:00,수원,KBSN Sports,V리그 5Round,하이라이트 경기요약 상세결과,1,017,02. 09 (화)
2021-02-11,168.0,여자,한국도로공사,흥국생명,16:00,김천실내,KBSN Sports,V리그 5Round,하이라이트 경기요약 상세결과,1,017,02. 11 (목)
2021-02-13,170.0,여자,IBK기업은행,현대건설,16:00,화성종합실내,KBSN Sports,V리그 5Round,하이라이트 경기요약 상세결과,0,017,02. 13 (토)
2021-02-14,172.0,여자,GS칼텍스,KGC인삼공사,16:00,서울장충,SBS Sports,V리그 5Round,하이라이트 경기요약 상세결과,1,017,02. 14 (일)
